,문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
127,127,24.0,0.2749097943305969,"[(0, 0.0681818), (1, 0.043787953), (13, 0.26611802), (17, 0.07942683), (23, 0.15556149), (24, 0.2749098), (29, 0.04295472), (39, 0.051277403)]"
128,128,24.0,0.5102849006652832,"[(10, 0.02939581), (13, 0.15408263), (17, 0.08387352), (19, 0.016046472), (21, 0.025415614), (24, 0.5102849), (26, 0.034423664), (27, 0.015339026), (29, 0.074664816), (33, 0.029356731), (35, 0.016605284)]"
129,129,34.0,0.36344537138938904,"[(9, 0.036891095), (17, 0.3281069), (25, 0.026262032), (28, 0.027676392), (30, 0.0777235), (34, 0.36344537), (37, 0.04320782), (39, 0.07616916)]"
130,130,2.0,0.6442122459411621,"[(2, 0.64421225), (13, 0.13462484), (14, 0.036756776), (35, 0.16347185)]"
131,131,1.0,0.34847527742385864,"[(1, 0.34847528), (6, 0.02974829), (10, 0.04266884), (17, 0.2598776), (31, 0.29678908)]"
132,132,39.0,0.2084691822528839,"[(0, 0.16807243), (2, 0.18832542), (3, 0.07311227), (22, 0.115910225), (25, 0.0320336), (27, 0.09325041), (37, 0.09582001), (39, 0.20846918)]"
133,133,24.0,0.4885837733745575,"[(13, 0.23425372), (15, 0.08746804), (17, 0.03329922), (18, 0.0228321), (24, 0.4885838), (29, 0.08107335), (38, 0.032841627)]"
134,134,31.0,0.3223128020763397,"[(1, 0.04994718), (5, 0.09964285), (6, 0.04278346), (8, 0.04735706), (17, 0.13312238), (20, 0.03050001), (24, 0.095849894), (29, 0.0741033), (31, 0.3223128), (37, 0.09048401)]"
135,135,13.0,0.9773232340812683,"[(13, 0.97732323)]"
136,136,31.0,0.36724185943603516,"[(5, 0.044978492), (6, 0.09815933), (17, 0.3350997), (20, 0.03709434), (23, 0.02330413), (24, 0.07578173), (31, 0.36724186)]"
137,137,1.0,0.35504409670829773,"[(1, 0.3550441), (2, 0.21900724), (9, 0.09206513), (13, 0.106072634), (22, 0.14261056), (26, 0.046555024)]"
138,138,36.0,0.5478710532188416,"[(8, 0.13281544), (10, 0.058140446), (13, 0.11396232), (17, 0.022393655), (18, 0.066410616), (24, 0.019645905), (32, 0.024209136), (36, 0.54787105)]"
139,139,35.0,0.6751540303230286,"[(2, 0.021807527), (10, 0.025933627), (15, 0.021453064), (24, 0.020824783), (25, 0.07406994), (31, 0.062255062), (35, 0.67515403), (39, 0.08216908)]"
140,140,27.0,0.3772156238555908,"[(0, 0.024177568), (4, 0.07778302), (14, 0.06792841), (15, 0.031825095), (18, 0.026724491), (26, 0.22218214), (27, 0.37721562), (34, 0.12671095), (36, 0.02783231)]"
141,141,22.0,0.5511370301246643,"[(5, 0.18127699), (6, 0.1949985), (13, 0.031561513), (19, 0.021137036), (22, 0.55113703)]"
142,142,35.0,0.3712800145149231,"[(0, 0.015073198), (2, 0.016268237), (3, 0.10653845), (16, 0.07819187), (17, 0.035165716), (23, 0.026692476), (25, 0.04461326), (27, 0.043349728), (29, 0.11126646), (35, 0.37128), (38, 0.14089513)]"
143,143,35.0,0.31775060296058655,"[(0, 0.09454845), (3, 0.21955958), (14, 0.032010254), (15, 0.15370534), (18, 0.035387836), (29, 0.08999617), (33, 0.03203628), (35, 0.3177506)]"
144,144,16.0,0.5211060047149658,"[(6, 0.08376572), (14, 0.088862196), (16, 0.521106), (18, 0.059563722), (19, 0.075522944), (23, 0.116763845), (33, 0.030146437)]"
